vx,vy,omega
0.0,0.0,0.0
0.23000000417232513,0.0,0.13470084965229034
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.23000000417232513,-0.2186517268419266
0.0,-0.12777778506278992,0.11787627637386323
0.0,-0.11127452552318573,0.03629517927765846
0.0,-0.1125747337937355,0.09836915880441664
0.0,-0.10465613007545471,0.041217077523469925
0.0,-0.13741609454154968,0.0827598199248314
0.0,-0.13890717923641205,0.08635752648115158
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.23000000417232513,0.0,0.319759875535965
0.23000000417232513,0.0,0.3196943700313568
0.23000000417232513,0.0,0.3095207810401917
0.23000000417232513,0.0,0.2808080911636352
0.23000000417232513,0.0,0.28618720173835754
0.23000000417232513,0.0,0.24191841483116147
0.23000000417232513,0.0,0.23255349695682526
0.23000000417232513,0.0,0.22152347862720487
0.23000000417232513,0.0,0.20640748739242554
0.23000000417232513,0.0,0.19765259325504303
0.23000000417232513,0.0,0.18688403069972992
0.23000000417232513,0.0,0.155441626906395
0.23000000417232513,0.0,0.15014740824699402
0.23000000417232513,0.0,0.1461380124092102
0.23000000417232513,0.0,0.12616637349128723
0.23000000417232513,0.0,0.09753556549549104
0.23000000417232513,0.0,0.06916361302137376
0.23000000417232513,0.0,0.05851009488105774
0.23000000417232513,0.0,0.04396124929189683
0.23000000417232513,0.0,0.030925428494811055
0.23000000417232513,0.0,0.03370436280965805
0.23000000417232513,0.0,0.030776541680097583
0.23000000417232513,0.0,-0.007382940500974656
0.23000000417232513,0.0,0.0
0.23000000417232513,0.0,-0.00213898322544992
0.23000000417232513,0.0,-0.011512153781950474
0.23000000417232513,0.0,-0.016944056376814846
0.23000000417232513,0.0,-0.029224811121821404
0.23000000417232513,0.0,-0.025192642584443092
0.23000000417232513,0.0,-0.04814109206199646
0.23000000417232513,0.0,-0.030975352972745892
0.23000000417232513,0.0,-0.025999760255217552
0.23000000417232513,0.0,-0.034748248755931854
0.23000000417232513,0.0,-0.04392073675990105
0.23000000417232513,0.0,-0.02466496266424656
0.23000000417232513,0.0,-0.026729185134172436
0.23000000417232513,0.0,-0.046370793133974075
0.23000000417232513,0.0,-0.042167045176029205
0.23000000417232513,0.0,-0.043688856065273285
0.23000000417232513,0.0,-0.027816204354166988
0.23000000417232513,0.0,-0.047829758375883095
0.23000000417232513,0.0,-0.026313936337828636
0.23000000417232513,0.0,-0.027832258492708203
0.23000000417232513,0.0,-0.014859698712825773
0.23000000417232513,0.0,-0.029884643852710724
0.23000000417232513,0.0,-0.03995608538389206
0.23000000417232513,0.0,-0.024078957736492154
0.23000000417232513,0.0,-0.027242397889494896
0.23000000417232513,0.0,-0.030347775667905807
0.23000000417232513,0.0,-0.025958715006709095
0.23000000417232513,0.0,-0.02532396465539932
0.23000000417232513,0.0,-0.0259869284927845
0.23000000417232513,0.0,-0.020655812695622444
0.23000000417232513,0.0,-0.021846419200301167
0.23000000417232513,0.0,-0.02869352512061596
0.23000000417232513,0.0,-0.0024606098886579275
0.23000000417232513,0.0,-0.0338299497961998
0.23000000417232513,0.0,-0.02606541477143764
0.23000000417232513,0.0,-0.018308836966753006
0.23000000417232513,0.0,-0.029312366619706157
0.23000000417232513,0.0,-0.006756836082786322
0.23000000417232513,0.0,-0.01308286841958761
0.23000000417232513,0.0,-0.008429921232163906
0.23000000417232513,0.0,-0.00971706956624985
0.23000000417232513,0.0,0.052493881434202194
0.23000000417232513,0.0,0.0564073845744133
0.23000000417232513,0.0,0.040127761662006385
0.23000000417232513,0.0,0.0500955805182457
0.23000000417232513,0.0,0.05099030584096909
0.23000000417232513,0.0,0.1058441996574402
0.23000000417232513,0.0,0.03898413106799126
0.23000000417232513,0.0,0.09186074137687683
0.23000000417232513,0.0,0.03672869130969048
0.23000000417232513,0.0,0.10040568560361862
0.23000000417232513,0.0,0.09933478385210037
0.23000000417232513,0.0,0.12021800875663757
0.23000000417232513,0.0,0.06214108690619469
0.23000000417232513,0.0,0.08245868235826492
0.23000000417232513,0.0,0.07002068310976028
0.23000000417232513,0.0,0.05019005388021469
0.23000000417232513,0.0,0.05226152390241623
0.23000000417232513,0.0,0.0444820299744606
0.23000000417232513,0.0,0.11647467315196991
0.12316641956567764,0.0,0.1319456398487091
0.1257655918598175,0.0,0.148137167096138
0.11500000208616257,0.0,0.1358841508626938
0.11500000208616257,0.0,0.10875460505485535
0.11500000208616257,0.0,0.03327576071023941
0.11500000208616257,-0.016707999631762505,0.14433839917182922
0.11500000208616257,-0.025555556640028954,0.25404009222984314
0.11500000208616257,-0.025555556640028954,0.22844548523426056
0.11500000208616257,-0.025555556640028954,0.22504591941833496
0.11500000208616257,-0.023348404094576836,0.2463507205247879
0.11500000208616257,0.0,0.3759161531925201
0.11500000208616257,-0.025555556640028954,0.2856636345386505
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,-0.24710416778240418
0.0,0.0,-0.24994105309005032
0.0,0.0,-0.2454482108250735
0.0,0.0,-0.23544127460979425
0.0,0.0,-0.22586378804901663
0.0,0.0,-0.20847152996621965
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,-0.2
0.0,0.0,0.0
