times,x,y,vx,vy,radius
30.681,0.9797155763822493,-0.5992876366471156,0.0,0.0,0.18632981834817705
30.706,0.9801821747024234,-0.6049622833158842,0.0,0.0,0.19102553705789413
30.731,0.9778207744842493,-0.6091979402177652,0.0,0.0,0.1775686295974366
30.756,0.9825752320398226,-0.617139020883469,0.0,0.0,0.18916864329661084
30.78,0.9676062246442978,-0.6493988238456345,0.0,0.0,0.17262139536727997
30.805,0.9624470884178032,-0.6556380607565371,0.0,0.0,0.1744790389112277
30.831,0.9581570071269281,-0.6612978107989175,0.0,0.0,0.17514916080235385
30.856,0.9721122896710392,-0.6539346952195305,0.0,0.0,0.18585528452958985
30.881,0.9703442707858652,-0.6664293662528844,0.0,0.0,0.1855130280847496
30.905,0.9771542657999017,-0.6687538204399411,0.0,0.0,0.18722937139594378
30.931,0.9968255628204417,-0.6647616567914472,0.0,0.0,0.19052649947500225
30.956,0.9427069954343408,-0.6845830665403446,0.0,0.0,0.07500740432541955
30.981,0.9940682580806869,-0.6825936081007014,0.0,0.0,0.19494583801625728
31.006,0.9810366443887614,-0.6980706996889144,0.0,0.0,0.1940558137326812
31.031,0.9796152899453683,-0.7123223913719053,0.0,0.0,0.1997784258512839
31.056,-1,-1,-1,-1,-1
31.08,0.9311299275010034,-0.7291705252771828,0.0,0.0,0.08127735171673964
31.106,0.9839304033536215,-0.7313550414010499,0.0,0.0,0.19932565937069427
31.13,0.9756112968907213,-0.7395678636501224,0.0,0.0,0.1997040178861411
31.156,-1,-1,-1,-1,-1
31.181,-1,-1,-1,-1,-1
31.206,0.9839951406814691,-0.7602281828095451,0.0,0.0,0.19842618162094475
31.231,0.9680739263591699,-0.7706129399787437,0.0,0.0,0.18910178398274655
31.255,-1,-1,-1,-1,-1
31.281,-1,-1,-1,-1,-1
31.306,-1,-1,-1,-1,-1
31.331,-1,-1,-1,-1,-1
31.356,1.0076700218565413,-0.7890911681659543,0.0,0.0,0.1934773859420735
31.382,1.004540359372149,-0.8047766093139923,0.0,0.0,0.1988416377583768
31.406,0.9971695250821025,-0.8131227991317904,0.0,0.0,0.1921575479088277
31.431,0.9583756260873081,-0.8118236924930081,0.0,0.0,0.07142576854561306
31.456,-1,-1,-1,-1,-1
31.481,-1,-1,-1,-1,-1
31.506,0.9893064987753939,-0.841606842418106,0.0,0.0,0.19482001221065412
31.531,0.9299033205796984,-0.8675614059608323,0.0,0.0,0.08239760679581018
31.556,0.9914814650844611,-0.8556522529967814,0.0,0.0,0.18956008268976235
31.581,1.0024927932650796,-0.862830331856915,0.0,0.0,0.19721367915351598
31.606,-1,-1,-1,-1,-1
31.63,0.9777648683893283,-0.882843949735192,0.0,0.0,0.19529118419320043
31.656,-1,-1,-1,-1,-1
31.681,0.9898159396329828,-0.8819278298672831,0.0,0.0,0.19182729886979297
31.706,1.0067470570346788,-0.8882315064897399,0.0,0.0,0.19409909469767458
31.731,-1,-1,-1,-1,-1
31.756,0.9605068012168398,-0.9200300626157224,0.0,0.0,0.09045754311842685
31.781,1.0030258126498872,-0.9121281708421521,0.0,0.0,0.19498646261628802
31.806,1.0129285769510012,-0.9230030725654319,0.0,0.0,0.1966354288093732
31.83,-1,-1,-1,-1,-1
31.856,0.9620119158210728,-0.9391446375622534,0.0,0.0,0.10717081897334546
31.881,0.9519252532565377,-0.9587191896066998,0.0,0.0,0.10706916185194951
31.906,0.9587077343997774,-0.9617890941746283,0.0,0.0,0.09521162755932436
31.931,1.0252481152380224,-0.9532469515760443,0.0,0.0,0.19585009853977517
31.955,0.9632918750037801,-0.9659067513748837,0.0,0.0,0.10937534295881671
31.981,-1,-1,-1,-1,-1
32.006,0.998582045235121,-0.9827131639605172,0.0,0.0,0.19393219830035982
32.031,0.9832292439522373,-0.9932856323573942,0.0,0.0,0.19777564806764755
32.055,-1,-1,-1,-1,-1
32.08,0.9883027730705352,-1.0069307385280393,0.0,0.0,0.19161776517099313
32.106,1.0032474033269525,-1.0130059248584802,0.0,0.0,0.19686273932700968
32.131,1.0362895414391688,-1.0164750795708863,0.0,0.0,0.1987151005046365
32.156,1.0395036536791855,-1.0223669422349533,0.0,0.0,0.19422562330005252
32.181,-1,-1,-1,-1,-1
32.206,1.0051176128086112,-1.0462158130672374,0.0,0.0,0.19718944695196675
32.23,0.9945187370921039,-1.0500191082960908,0.0,0.0,0.18788422804668117
32.255,1.0019158304413889,-1.0455845055032662,0.0,0.0,0.17952281617006524
32.281,0.9729681884148171,-1.0557792883815835,0.0,0.0,0.1375932702682082
32.306,1.015858731375246,-1.0534575342154862,0.0,0.0,0.16314741009933784
32.331,1.020280132971625,-1.0716740338749218,0.0,0.0,0.17570778135738027
32.356,1.0266908957023755,-1.0660902481202936,0.0,0.0,0.16350542647777863
32.38,0.991887498900633,-1.062685848045566,0.0,0.0,0.12755677863891657
32.406,1.0572827369336206,-1.0728361865524394,0.0,0.0,0.15524922485323003
32.431,1.0692165604025727,-1.073443490361697,0.0,0.0,0.14633688329694367
32.456,1.0201810032406124,-1.0579505173682984,0.0,0.0,0.11844749305600391
32.481,1.0655806196350308,-1.0983908514602336,0.0,0.0,0.15043596141262636
32.506,1.0532216436096757,-1.0945626141662472,0.0,0.0,0.13672514095787547
32.531,1.0351223546688686,-1.1024342794658362,0.0,0.0,0.13111346676614977
32.556,1.0612214925630299,-1.1141436784525771,0.0,0.0,0.12999408301395876
32.581,1.046588082755353,-1.1080937296653512,0.0,0.0,0.0876481176190805
32.606,1.0904010823750905,-1.1301018502200757,0.0,0.0,0.12602449476548247
32.631,1.1039087502148188,-1.1234004835303186,0.0,0.0,0.11496803937858574
32.655,1.0915249798194424,-1.1013142985733981,0.0,0.0,0.08744508953889121
32.681,1.093671757243306,-1.1500871989301287,0.0,0.0,0.1162638341231988
32.706,1.0791873581087148,-1.1579026420526402,0.0,0.0,0.11673010539714904
32.731,1.0590812760203332,-1.1532789468810762,0.0,0.0,0.07509725273591794
32.756,1.0798212447514368,-1.1292229507579836,0.0,0.0,0.05732199794945306
32.781,1.108643444057734,-1.1885506097133687,0.0,0.0,0.11078243786529815
32.806,1.1306827003461075,-1.1837680295392052,0.0,0.0,0.08317194986911772
32.831,1.1435333297896513,-1.2014274121946273,0.0,0.0,0.09197780218321064
32.856,1.1371800427074221,-1.1902612925972627,0.0,0.0,0.08461108373333578
32.881,1.1284304298185104,-1.180328363808126,0.0,0.0,0.053734059432080844
32.906,1.131999939674536,-1.195929867446178,0.0,0.0,0.05962153217310753
32.931,1.1466389961742953,-1.2200561167785238,0.0,0.0,0.08293654124631933
32.956,1.1526202816033533,-1.204489859681421,0.0,0.0,0.029726542996917044
32.981,1.1529614494910538,-1.2374654392171984,0.0,0.0,0.05660958517818279
33.005,1.159653934385434,-1.2440349029297693,0.0,0.0,0.026897389550613077
33.031,1.1790797632567822,-1.2570177712679242,0.0,0.0,0.04883843834650611
33.056,1.1827066141263316,-1.246089689189454,0.0,0.0,0.019992337516930858
33.081,1.183658746361921,-1.2752481880285516,0.0,0.0,0.021095365402916524
33.106,1.194662024878176,-1.3063573808984703,0.0,0.0,0.022302652955083838
33.131,-1,-1,-1,-1,-1
33.156,-1,-1,-1,-1,-1
33.181,-1,-1,-1,-1,-1
33.206,-1,-1,-1,-1,-1
33.231,-1,-1,-1,-1,-1
33.256,-1,-1,-1,-1,-1
33.281,-1,-1,-1,-1,-1
33.306,-1,-1,-1,-1,-1
33.331,-1,-1,-1,-1,-1
33.356,-1,-1,-1,-1,-1
33.38,-1,-1,-1,-1,-1
33.406,-1,-1,-1,-1,-1
33.431,-1,-1,-1,-1,-1
33.456,-1,-1,-1,-1,-1
33.48,-1,-1,-1,-1,-1
33.506,-1,-1,-1,-1,-1
33.531,-1,-1,-1,-1,-1
33.555,-1,-1,-1,-1,-1
33.581,-1,-1,-1,-1,-1
33.606,-1,-1,-1,-1,-1
33.63,-1,-1,-1,-1,-1
33.656,-1,-1,-1,-1,-1
33.681,-1,-1,-1,-1,-1
33.706,-1,-1,-1,-1,-1
33.731,-1,-1,-1,-1,-1
33.756,-1,-1,-1,-1,-1
33.78,-1,-1,-1,-1,-1
33.806,-1,-1,-1,-1,-1
33.831,-1,-1,-1,-1,-1
33.856,-1,-1,-1,-1,-1
33.88,-1,-1,-1,-1,-1
33.906,-1,-1,-1,-1,-1
33.93,-1,-1,-1,-1,-1
