times,x1,y1,vx1,vy1,radiusl,x2,y2,vx2,vy2,radius2,x3,y3,vx3,vy3,radius3
227.575,-1,-1,-1,-1,-1
227.675,-1,-1,-1,-1,-1
227.775,-1,-1,-1,-1,-1
227.875,-1,-1,-1,-1,-1
227.975,-1,-1,-1,-1,-1
228.076,-1,-1,-1,-1,-1
228.175,-1,-1,-1,-1,-1
228.275,-1,-1,-1,-1,-1
228.377,-1,-1,-1,-1,-1
228.477,-1,-1,-1,-1,-1
228.577,-1,-1,-1,-1,-1
228.675,-1,-1,-1,-1,-1
228.775,-1,-1,-1,-1,-1
228.875,-1,-1,-1,-1,-1
228.975,-1,-1,-1,-1,-1
229.078,-1,-1,-1,-1,-1
229.175,-1,-1,-1,-1,-1
229.275,-1,-1,-1,-1,-1
229.376,-1,-1,-1,-1,-1
229.475,-1,-1,-1,-1,-1
229.575,-1,-1,-1,-1,-1
229.675,-1,-1,-1,-1,-1
229.775,-1,-1,-1,-1,-1
229.875,-1,-1,-1,-1,-1
229.975,-1,-1,-1,-1,-1
230.075,-1,-1,-1,-1,-1
230.175,-1,-1,-1,-1,-1
230.275,-1,-1,-1,-1,-1
230.375,-1,-1,-1,-1,-1
230.475,-1,-1,-1,-1,-1
230.575,-1,-1,-1,-1,-1
230.675,-1,-1,-1,-1,-1
230.775,-1,-1,-1,-1,-1
230.875,-1,-1,-1,-1,-1
230.976,-1,-1,-1,-1,-1
231.077,-1,-1,-1,-1,-1
231.175,-1,-1,-1,-1,-1
231.275,-1,-1,-1,-1,-1
231.384,-1,-1,-1,-1,-1
231.475,-1,-1,-1,-1,-1
231.575,-1,-1,-1,-1,-1
231.675,-1,-1,-1,-1,-1
231.775,-1,-1,-1,-1,-1
231.875,-1,-1,-1,-1,-1
231.975,-1,-1,-1,-1,-1
232.075,-1,-1,-1,-1,-1
232.175,-1,-1,-1,-1,-1
232.276,-1,-1,-1,-1,-1
232.375,-1,-1,-1,-1,-1
232.475,-1,-1,-1,-1,-1
232.575,-1,-1,-1,-1,-1
232.675,-1,-1,-1,-1,-1
232.78,-1,-1,-1,-1,-1
232.875,-1,-1,-1,-1,-1
232.975,-1,-1,-1,-1,-1
233.075,-1,-1,-1,-1,-1
233.175,-1,-1,-1,-1,-1
233.275,-1,-1,-1,-1,-1
233.378,-1,-1,-1,-1,-1
233.475,-1,-1,-1,-1,-1
233.575,-1,-1,-1,-1,-1
233.675,-1,-1,-1,-1,-1
233.775,-1,-1,-1,-1,-1
233.877,-1,-1,-1,-1,-1
233.975,-1,-1,-1,-1,-1
234.075,-1,-1,-1,-1,-1
234.175,-1,-1,-1,-1,-1
234.275,-1,-1,-1,-1,-1
234.375,-1,-1,-1,-1,-1
234.475,-1,-1,-1,-1,-1
234.575,-1,-1,-1,-1,-1
234.675,-1,-1,-1,-1,-1
234.776,-1,-1,-1,-1,-1
234.876,2.2904632850793467,0.3309441979570439,0.01594371999166618,-0.004390552863156473,0.34383773061992695,2.0956330284086637,0.32029187542982435,-0.003157285564283146,-0.00543489820896231,0.4498842548234367
234.975,-1,-1,-1,-1,-1
235.075,-1,-1,-1,-1,-1
235.175,2.4383467976260187,0.24876136379868855,-0.0003450477582796963,-0.00010264450784094524,0.212265332865421,2.1040118542503428,0.3257507779094164,0.002647909511141472,0.005452912966744419,0.4598267509695023
235.279,-1,-1,-1,-1,-1
235.375,-1,-1,-1,-1,-1
235.476,2.4303907636369186,0.2313479879667541,-0.00047051046018330335,0.0005157790969868065,0.2517703261368529,2.068033520695071,0.25150843238390963,9.472617564534633e-06,0.0016069180686473338,0.38715575209765674
235.575,-1,-1,-1,-1,-1
235.675,-1,-1,-1,-1,-1
235.775,2.4257493168228734,0.21080326700301133,0.0006464733967069715,0.0005540831372358279,0.2792495443573992,2.0328506788336775,0.2055700840529037,0.00019817367513364707,0.0011269704908810037,0.3212959536915743
235.876,2.1668508359320238,0.1559983791525152,0.04549127732245873,0.0014979860987773567,0.27358407329441264,2.00388207724901,0.12003335533563235,-0.0028729451708742336,-0.009175350483733144,0.2475453828597535
235.975,-1,-1,-1,-1,-1
236.075,-1,-1,-1,-1,-1
236.18,2.4396595764057465,0.13449194268744763,-0.0008896269827796671,-0.0004660208014472594,0.2879897656802158,1.983954135217656,0.03983627975925866,-0.0005286127036568559,0.00018775539416173473,0.18130231585991283
236.275,-1,-1,-1,-1,-1
236.375,-1,-1,-1,-1,-1
236.475,2.443910071628474,0.07560183731420081,3.682386929309726e-05,-5.1257875120772154e-05,0.29156349667167075,1.9887658644027544,0.04545012663546151,9.762120466580674e-05,0.00037418028145286714,0.18486485460106156
236.575,-1,-1,-1,-1,-1
236.678,-1,-1,-1,-1,-1
236.775,2.4618293413738117,0.021329327953868934,0.001267063587536314,-0.0011470088205373483,0.2666741615771072,1.9914338476978968,0.04036334654104885,-0.0006189755184737196,0.00031924254662378103,0.17840451505604074
236.875,-1,-1,-1,-1,-1
236.976,-1,-1,-1,-1,-1
237.075,2.455312824977425,-0.041425938613736446,-0.0012186345089830368,-2.9844191189487227e-05,0.29193558605153613,1.9900535562145392,0.039326240911243926,-0.0001628877479168807,0.00012740314374924967,0.1780105678894417
237.175,-1,-1,-1,-1,-1
237.275,-1,-1,-1,-1,-1
237.375,-1,-1,-1,-1,-1
237.475,2.452618500836966,-0.11884110303015256,-0.0002850447730748192,-0.0005175418886767134,0.29537048908791486,1.9867703933111762,0.03917400391220923,-0.0004769813265126597,-9.681402966851415e-06,0.17513379420023756
237.575,-1,-1,-1,-1,-1
237.676,-1,-1,-1,-1,-1
237.775,2.4766604958372676,-0.1792775184735758,-0.0007083477128698954,0.0002559067711387045,0.27079853113703783,1.9935097834236315,0.042965623167417595,-0.0004448639100233922,0.0004881038236393294,0.17849462770284358
237.876,-1,-1,-1,-1,-1
237.975,-1,-1,-1,-1,-1
238.075,-1,-1,-1,-1,-1
238.175,2.475318337386942,-0.2652881010770007,-0.001967765947420683,-0.00021309695849329363,0.24429806278563762,1.9958903880485301,0.04745253103248958,-5.604077446842756e-05,0.00016752835164491985,0.1859870781919289
238.275,-1,-1,-1,-1,-1
238.377,-1,-1,-1,-1,-1
238.475,2.002898064388516,0.048647111041692864,-7.768200813065153e-05,-0.0007949908013851896,0.18489944072805228
238.575,2.0073884969570295,0.036074956444364314,8.36704773450699e-05,-0.00031103114769506204,0.16722691312758942
238.676,-1,-1,-1,-1,-1
238.775,-1,-1,-1,-1,-1
238.875,2.256580045800441,-0.18742183733729825,0.0220284287294363,-0.02181207939477436,0.22359644411660134,2.029230910974884,0.0417341425412572,-0.00026070213581437616,0.0006541931423389194,0.16027997302232563
238.975,2.1943686828656044,-0.1355783626776949,0.045318698669106226,-0.04710856608257863,0.1920137076543954,2.0414873867231114,0.021122223625789867,-5.18685577478425e-05,-0.0006045484901112326,0.13938285810641576
239.075,-1,-1,-1,-1,-1
239.175,-1,-1,-1,-1,-1
239.275,2.0310628432963975,0.0867306881394679,0.0017099534250711395,-0.0022232359571182484,0.17271567566770643
239.378,2.2768293318556663,-0.1618991826878623,0.02215958105606508,-0.02915381009154218,0.21432259383267027,2.05284417885694,0.1365726734224215,0.00020025233069973636,0.0001081365859366261,0.1415389752691722
239.475,-1,-1,-1,-1,-1
239.575,-1,-1,-1,-1,-1
239.675,-1,-1,-1,-1,-1
239.775,-1,-1,-1,-1,-1
239.875,-1,-1,-1,-1,-1
239.975,-1,-1,-1,-1,-1
240.075,-1,-1,-1,-1,-1
240.175,-1,-1,-1,-1,-1
240.279,-1,-1,-1,-1,-1
