x,y,vx,vy
2.5000000000012985,4.000000000944075,0.0,0.0
2.5000000000012985,4.000000000944075,0.0,0.0
2.500000000001299,4.000000000944229,0.0,0.0
2.500000000001299,4.000000000944229,0.0,0.0
2.500000000001299,4.000000000944382,0.0,0.0
2.500000000001299,4.000000000944382,0.0,0.0
2.500000000001299,4.000000000944536,0.0,0.0
2.500000000001299,4.000000000944536,0.0,0.0
2.500000000001299,4.00000000094469,0.0,0.0
2.500000000001299,4.00000000094469,0.0,0.0
2.500000000001299,4.000000000944843,0.0,0.0
2.500000000001299,4.000000000944843,0.0,0.0
2.5000000000012994,4.000000000944997,0.0,0.0
2.5000000000012994,4.000000000944997,0.0,0.0
2.5000000000012994,4.000000000945151,0.0,0.0
2.5000000000012994,4.000000000945151,0.0,0.0
2.5000000000012994,4.000000000945304,0.0,0.0
2.5000000000012994,4.000000000945304,0.0,0.0
2.5000000000012994,4.000000000945458,0.0,0.0
2.5000000000012994,4.000000000945458,0.0,0.0
2.5000000000013,4.000000000945612,0.0,0.0
2.5000000000013,4.000000000945612,0.0,0.0
2.5000000000013,4.000000000945765,0.0,0.0
2.5000000000013,4.000000000945765,0.0,0.0
2.5000000000013,4.000000000945919,0.0,0.0
2.5000000000013,4.000000000945919,0.0,0.0
2.5000000000013,4.0000000009460726,0.0,0.0
2.5000000000013,4.0000000009460726,0.0,0.0
2.5000000000013003,4.000000000946226,0.0,0.0
2.5000000000013003,4.000000000946226,0.0,0.0
2.5000000000013003,4.00000000094638,0.0,0.0
2.5000000000013003,4.00000000094638,0.0,0.0
2.5000000000013003,4.0000000009465335,0.0,0.0
2.5000000000013003,4.0000000009465335,0.0,0.0
2.5000000000013003,4.000000000946687,0.0,0.0
2.5000000000013003,4.000000000946687,0.0,0.0
2.5000000000013007,4.000000000946841,0.0,0.0
2.5000000000013007,4.000000000946841,0.0,0.0
2.5000000000013007,4.0000000009469945,0.0,0.0
2.5000000000013007,4.0000000009469945,0.0,0.0
2.5000000000013007,4.000000000947148,0.0,0.0
2.5000000000013007,4.000000000947148,0.0,0.0
2.5000000000013007,4.000000000947302,0.0,0.0
2.5000000000013007,4.000000000947302,0.0,0.0
2.500000000001301,4.0000000009474554,0.0,0.0
2.500000000001301,4.0000000009474554,0.0,0.0
2.500000000001301,4.000000000947609,0.0,0.0
2.500000000001301,4.000000000947609,0.0,0.0
2.500000000001301,4.000000000947763,0.0,0.0
2.500000000001301,4.000000000947763,0.0,0.0
2.500000000001301,4.000000000947916,0.0,0.0
2.500000000001301,4.000000000947916,0.0,0.0
2.5000000000013016,4.00000000094807,0.0,0.0
2.5000000000013016,4.00000000094807,0.0,0.0
2.5000000000013016,4.000000000948224,0.0,0.0
2.5000000000013016,4.000000000948224,0.0,0.0
2.5000000000013016,4.000000000948377,0.0,0.0
2.5000000000013016,4.000000000948377,0.0,0.0
2.5000000000013016,4.000000000948531,0.0,0.0
2.5000000000013016,4.000000000948531,0.0,0.0
2.500000000001302,4.000000000948685,0.0,0.0
2.500000000001302,4.000000000948685,0.0,0.0
2.500000000001302,4.000000000948838,0.0,0.0
2.500000000001302,4.000000000948838,0.0,0.0
2.500000000001302,4.000000000948992,0.0,0.0
2.500000000001302,4.000000000948992,0.0,0.0
2.500000000001302,4.000000000949146,0.0,0.0
2.500000000001302,4.000000000949146,0.0,0.0
2.5000000000013025,4.000000000949299,0.0,0.0
2.5000000000013025,4.000000000949299,0.0,0.0
2.5000000000013025,4.000000000949453,0.0,0.0
2.5000000000013025,4.000000000949453,0.0,0.0
2.5000000000013025,4.000000000949607,0.0,0.0
2.5000000000013025,4.000000000949607,0.0,0.0
2.5000000000013025,4.00000000094976,0.0,0.0
2.5000000000013025,4.00000000094976,0.0,0.0
2.500000000001303,4.000000000949914,0.0,0.0
2.500000000001303,4.000000000949914,0.0,0.0
2.500000000001303,4.000000000950068,0.0,0.0
2.500000000001303,4.000000000950068,0.0,0.0
2.500000000001303,4.000000000950221,0.0,0.0
2.500000000001303,4.000000000950221,0.0,0.0
2.500000000001303,4.000000000950375,0.0,0.0
2.500000000001303,4.000000000950375,0.0,0.0
2.5000000000013034,4.0000000009505285,0.0,0.0
2.5000000000013034,4.0000000009505285,0.0,0.0
2.5000000000013034,4.000000000950682,0.0,0.0
2.5000000000013034,4.000000000950682,0.0,0.0
2.5000000000013034,4.000000000950836,0.0,0.0
2.5000000000013034,4.000000000950836,0.0,0.0
2.5000000000013034,4.0000000009509895,0.0,0.0
2.5000000000013034,4.0000000009509895,0.0,0.0
2.5000000000013034,4.000000000951143,0.0,0.0
2.5000000000013034,4.000000000951143,0.0,0.0
2.500000000001304,4.000000000951297,0.0,0.0
2.500000000001304,4.000000000951297,0.0,0.0
2.500000000001304,4.0000000009514505,0.0,0.0
2.500000000001304,4.0000000009514505,0.0,0.0
2.500000000001304,4.000000000951604,0.0,0.0
2.500000000001304,4.000000000951604,0.0,0.0
2.500000000001304,4.000000000951758,0.0,0.0
2.500000000001304,4.000000000951758,0.0,0.0
2.5000000000013043,4.000000000951911,0.0,0.0
2.5000000000013043,4.000000000951911,0.0,0.0
2.5000000000013043,4.000000000952065,0.0,0.0
2.5000000000013043,4.000000000952065,0.0,0.0
2.5000000000013043,4.000000000952219,0.0,0.0
2.5000000000013043,4.000000000952219,0.0,0.0
2.5000000000013043,4.000000000952372,0.0,0.0
2.5000000000013043,4.000000000952372,0.0,0.0
2.5000000000013047,4.000000000952526,0.0,0.0
2.5000000000013047,4.000000000952526,0.0,0.0
2.5000000000013047,4.00000000095268,0.0,0.0
